"ID","City","Type","Make","Model","Year","Color","Trim","CreatedAt","Days","Trips","T/D","$day","Busy30","Gross30","Gross365","Plan","Favs","Reviews","StarHost","URL","Features","Avg Market $*","Depreciation Y1*","Insurance Y*","Maintenance Y*","Avg Repairs Y*"
"2163983","Dorval, QC","TRUCK","Ram","1500","2022","","TRX","8/7/2023","11","0","0.00","438","0","0","0","Turo Standard","2","0","false","https://turo.com/ca/en/truck-rental/canada/dorval-qc/ram/1500/2163983","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Sunroof, USB charger","88635","5503","2511","1334","507"
"1580660","Montreal, QC","TRUCK","Ram","1500 Classic","2019","OTHER","Express","7/5/2022","409","7","0.02","229","4","916","2097","Turo Standard","14","6","true","https://turo.com/ca/en/truck-rental/canada/montreal-qc/ram/1500-classic/1580660","All-wheel drive, Android Auto, Apple CarPlay, Backup camera, Bluetooth, GPS, Long-term car, Snow tires or chains, USB charger, USB input","28599","3216","2150","1416","789"
"2065027","Montréal, QC","TRUCK","Ram","1500 Classic","2021","GRAY","Express","6/6/2023","73","5","0.07","150","13","1899","3589","Turo Standard","9","5","false","https://turo.com/ca/en/truck-rental/canada/montreal-qc/ram/1500-classic/2065027","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Bluetooth, Child seat, GPS, Heated seats, Snow tires or chains, USB charger, USB input","30747","3235","2261","1130","519"
"2118929","Montréal, QC","CAR","BMW","2 Series","2016","","228i xDrive","7/10/2023","39","0","0.00","150","1","107","535","Turo Standard","9","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/bmw/2-series/2118929","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Ski rack, Sunroof, USB charger, USB input","18883","2410","1971","1605","1028"
"1734268","Longueuil, QC","CAR","Chrysler","200","2015","","Limited","10/7/2022","315","19","0.06","99","14","1224","3265","Turo Standard","18","16","true","https://turo.com/ca/en/car-rental/canada/longueuil-qc/chrysler/200/1734268","","10087","1695","1857","1509","1029"
"1543514","Montréal, QC","CAR","BMW","3 Series","2013","BLACK","320i xDrive","6/13/2022","431","75","0.17","95","15","1290","8041","Turo Standard","172","64","true","https://turo.com/ca/en/car-rental/canada/montreal-qc/bmw/3-series/1543514","All-wheel drive, Heated seats, Keyless entry, Long-term car, Sunroof","11596","1712","1797","1582","1033"
"1204401","Montréal, QC","CAR","BMW","3 Series","2020","WHITE","330i xDrive","10/2/2021","685","52","0.08","128","13","1651","12394","Turo Standard","307","41","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/bmw/3-series/1204401","All-wheel drive, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, Heated seats, Snow tires or chains, Sunroof, USB charger, USB input","31706","3222","2200","1285","665"
"2061324","Longueuil, QC","CAR","BMW","3 Series","2018","WHITE","","6/3/2023","76","5","0.07","155","2","310","715","Turo Standard","32","3","false","https://turo.com/ca/en/car-rental/canada/longueuil-qc/bmw/3-series/2061324","Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, USB charger, USB input","22770","2651","2068","1445","859"
"2053731","Montréal, QC","CAR","BMW","3 Series","2023","","330i xDrive","5/29/2023","81","2","0.02","300","0","0","0","Turo Standard","24","1","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/bmw/3-series/2053731","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger, USB input","50159","","","",""
"2009118","Chambly, QC","CAR","BMW","3 Series","2018","SILVER","330i xDrive","4/30/2023","110","1","0.01","131","3","393","393","Turo Standard","19","1","false","https://turo.com/ca/en/car-rental/canada/chambly-qc/bmw/3-series/2009118","","23506","2722","2073","1458","864"
"2116733","Montréal, QC","CAR","BMW","3 Series","2013","","328i xDrive","7/9/2023","40","0","0.00","115","0","0","0","Turo Standard","8","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/bmw/3-series/2116733","All-wheel drive, Android Auto, Apple CarPlay, Bluetooth, Heated seats, Keyless entry, Pet friendly, Snow tires or chains, Sunroof, USB charger, USB input","10953","1596","1779","1552","1033"
"2090421","Laval, QC","CAR","BMW","3 Series","2021","","330i xDrive","6/22/2023","57","0","0.00","200","0","0","0","Turo Standard","5","0","false","https://turo.com/ca/en/car-rental/canada/laval-qc/bmw/3-series/2090421","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","33719","3746","2288","1195","548"
"2087710","Montréal, QC","CAR","Nissan","370Z","2012","SILVER","","6/20/2023","59","2","0.03","160","2","300","573","Turo Standard","15","2","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/nissan/370z/2087710","Backup camera, Bluetooth, Convertible, GPS, Keyless entry, USB charger, USB input","18297","2371","1842","1733","1033"
"2164860","Montréal, QC","CAR","BMW","4 Series","2023","","M440i xDrive","8/8/2023","10","0","0.00","375","2","750","750","Turo Standard","5","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/bmw/4-series/2164860","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Pet friendly, Snow tires or chains, Sunroof, USB charger, USB input","61977","5503","2496","1029","299"
"1003257","Pointe-Claire, QC","CAR","BMW","4 Series Gran Coupe","2015","WHITE","435i xDrive","6/4/2021","805","73","0.09","130","14","1944","13666","Turo Standard","427","57","true","https://turo.com/ca/en/car-rental/canada/pointe-claire-qc/bmw/4-series-gran-coupe/1003257","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, USB charger, USB input","20868","2705","1960","1694","1033"
"1549245","Montréal, QC","SUV","Toyota","4Runner","2020","GRAY","Base","6/16/2022","428","6","0.01","350","0","0","7199","Turo Standard","38","6","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/toyota/4runner/1549245","All-wheel drive, Android Auto, Apple CarPlay, Backup camera, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","39591","3815","2232","1360","698"
"1614640","Montréal, QC","CAR","FIAT","500","2013","BLUE","Pop","7/23/2022","391","113","0.29","81","21","1570","9267","Turo Standard","90","94","true","https://turo.com/ca/en/car-rental/canada/montreal-qc/fiat/500/1614640","AUX input, Snow tires or chains","6743","1194","1692","1405","1033"
"2071430","Montréal, QC","CAR","FIAT","500","2015","BLUE","Sport","6/10/2023","69","11","0.16","89","8","761","1572","Turo Standard","17","8","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/fiat/500/2071430","AUX input, Bluetooth, Long-term car, Snow tires or chains, USB charger, USB input","8931","1552","1834","1454","1004"
"2178840","Montreal, QC","CAR","FIAT","500","2012","","","8/17/2023","1","0","0.00","92","0","0","0","Turo Standard","0","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/fiat/500/2178840","Android Auto, AUX input, Bluetooth, GPS, Pet friendly, Snow tires or chains, USB charger, USB input","6074","1213","1667","1440","1033"
"2093398","Montreal, QC","CAR","FIAT","500","2012","","Lounge","6/24/2023","55","2","0.04","100","0","0","104","Turo Standard","4","2","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/fiat/500/2093398","AUX input, Bluetooth, Child seat, Snow tires or chains, USB charger","7339","1447","1722","1532","1033"
"1659142","Longueuil, QC","CAR","FIAT","500","2012","RED","Lounge","8/17/2022","366","17","0.05","115","21","1570","5615","Turo Standard","44","15","true","https://turo.com/ca/en/car-rental/canada/longueuil-qc/fiat/500/1659142","AUX input, Bluetooth, Heated seats, Long-term car, Snow tires or chains, Sunroof, USB charger, USB input","7339","1447","1722","1532","1033"
"2047463","Montréal, QC","CAR","FIAT","500c","2014","BLACK","Lounge","5/25/2023","85","1","0.01","100","2","122","444","Turo Standard","12","1","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/fiat/500c/2047463","AUX input, Blind spot warning, Bluetooth, Convertible, Heated seats, USB charger, USB input","6262","1176","1717","1343","996"
"2085265","Laval, QC","CAR","FIAT","500c","2013","WHITE","Gucci","6/19/2023","60","4","0.07","121","10","932","1209","Turo Standard","12","3","false","https://turo.com/ca/en/car-rental/canada/laval-qc/fiat/500c/2085265","Bluetooth, Convertible, Heated seats, Keyless entry, Sunroof","9734","1364","1733","1475","1033"
"1868263","Montréal, QC","CAR","FIAT","500L","2015","RED","Trekking","1/18/2023","212","51","0.24","117","21","2003","5656","Turo Standard","48","43","true","https://turo.com/ca/en/car-rental/canada/montreal-qc/fiat/500l/1868263","AUX input, Backup camera, Bluetooth, Heated seats, Pet friendly, Snow tires or chains, Sunroof, USB charger, USB input","9983","1604","1843","1476","1014"
"2086784","Montréal, QC","CAR","BMW","6 Series","2016","BLACK","","6/20/2023","59","0","0.00","250","0","0","437","Turo Standard","11","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/bmw/6-series/2086784","Long-term car","30837","3851","2063","1778","1033"
"1660090","Montréal, QC","CAR","BMW","7 Series","2018","","750Li xDrive","8/18/2022","365","0","0.00","300","0","0","900","Turo Standard","39","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/bmw/7-series/1660090","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry","37411","4220","2157","1655","952"
"2168224","Montréal, QC","CAR","Porsche","718 Boxster","2021","","","8/10/2023","8","0","0.00","300","0","0","0","Turo Standard","6","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/porsche/718-boxster/2168224","Bluetooth, Convertible, GPS, Heated seats, Keyless entry, USB charger, USB input","71864","5503","2390","1436","655"
"2132314","Laval, QC","CAR","Porsche","718 Boxster","2023","","GTS 4.0","7/18/2023","31","3","0.10","399","1","399","399","Turo Standard","39","2","true","https://turo.com/ca/en/car-rental/canada/laval-qc/porsche/718-boxster/2132314","Android Auto, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, Convertible, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, USB charger, USB input","117001","","","",""
"2159561","Montreal, QC","CAR","BMW","8 Series","2020","","M850i xDrive","8/4/2023","14","0","0.00","329","8","2632","2632","Turo Standard","8","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/bmw/8-series/2159561","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, USB charger, USB input","64174","5503","2358","1656","830"
"2149603","Montréal, QC","CAR","Porsche","911","2017","BLACK","Carrera 4S","7/29/2023","20","1","0.05","224","4","1526","1526","Turo Standard","50","1","true","https://turo.com/ca/en/car-rental/canada/montreal-qc/porsche/911/2149603","All-wheel drive, Apple CarPlay, AUX input, Backup camera, GPS, Heated seats, Keyless entry, Long-term car, Sunroof, USB charger, USB input","100918","5503","2269","2030","1033"
"1532601","Montréal, QC","CAR","Porsche","911","2013","SILVER","","6/7/2022","437","6","0.01","399","0","0","0","Turo Standard","107","6","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/porsche/911/1532601","Bluetooth, Convertible, GPS, Heated seats, Toll pass, USB charger, USB input","63160","5503","2050","2000","1033"
"2070062","Laval, QC","CAR","Porsche","911","2023","BLACK","Turbo S","6/9/2023","70","0","0.00","4999","0","0","0","Turo Standard","29","0","true","https://turo.com/ca/en/car-rental/canada/laval-qc/porsche/911/2070062","All-wheel drive, Android Auto, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, Convertible, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, USB charger, USB input","264302","","","",""
"2168150","Laval, QC","CAR","Mercedes-Benz","A-Class","2019","","A 250","8/10/2023","8","0","0.00","120","0","0","0","Turo Standard","9","0","false","https://turo.com/ca/en/car-rental/canada/laval-qc/mercedes-benz/a-class/2168150","Android Auto, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Pet friendly, Sunroof, USB charger, USB input","30500","3138","2145","1405","784"
"2055061","Longueuil, QC","CAR","Audi","A3","2019","BLACK","Progressiv","5/30/2023","80","0","0.00","131","0","0","0","Turo Standard","18","0","false","https://turo.com/ca/en/car-rental/canada/longueuil-qc/audi/a3/2055061","Long-term car","26938","2913","2130","1371","769"
"2106612","Laval, QC","CAR","Audi","A3","2016","","2.0T Komfort","7/2/2023","47","1","0.02","121","1","140","140","Turo Standard","10","1","false","https://turo.com/ca/en/car-rental/canada/laval-qc/audi/a3/2106612","","16343","2184","1951","1556","1006"
"2146939","Montréal, QC","CAR","Audi","A4","2014","","Progressiv","7/27/2023","22","0","0.00","115","0","0","0","Turo Standard","2","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/audi/a4/2146939","All-wheel drive, AUX input, Bluetooth, GPS, Heated seats, Sunroof, USB charger, USB input","14758","","","",""
"2135376","Montréal, QC","CAR","Audi","A4","2018","","Progressiv","7/20/2023","29","0","0.00","131","0","0","0","Turo Standard","1","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/audi/a4/2135376","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Pet friendly, Snow tires or chains, Sunroof, Toll pass, USB charger, USB input","24500","2801","1451","2164","1033"
"1617453","Montréal, QC","CAR","Audi","A4","2018","","Technik","7/25/2022","389","0","0.00","200","1","200","400","Turo Standard","34","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/audi/a4/1617453","All-wheel drive, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Ski rack, Sunroof, USB charger, USB input","27169","3195","2104","1531","897"
"2127470","Chambly, QC","CAR","Audi","A4","2017","GRAY","Progressiv","7/15/2023","34","0","0.00","108","7","756","756","Turo Standard","15","0","false","https://turo.com/ca/en/car-rental/canada/chambly-qc/audi/a4/2127470","All-wheel drive, Android Auto, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Pet friendly, Snow tires or chains, Sunroof, USB charger, USB input","21251","2665","2029","1555","958"
"1084735","Laval, QC","CAR","Audi","A4","2017","BLACK","Progressiv","7/19/2021","760","7","0.01","149","0","0","2980","Turo Standard","81","7","false","https://turo.com/ca/en/car-rental/canada/laval-qc/audi/a4/1084735","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, USB charger, USB input","21251","2665","2029","1555","958"
"1763833","Laval, QC","CAR","Audi","A7","2019","","Technik","10/28/2022","294","0","0.00","275","6","1650","20075","Turo Standard","15","0","false","https://turo.com/ca/en/car-rental/canada/laval-qc/audi/a7/1763833","","44558","4935","2230","1607","873"
"2165840","Montréal, QC","CAR","Hyundai","Accent","2013","","GLS","8/8/2023","10","0","0.00","98","0","0","0","Turo Standard","2","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/hyundai/accent/2165840","AUX input, Bluetooth, Heated seats, Pet friendly, Snow tires or chains, Sunroof, USB charger, USB input","8111","1464","1755","1511","1033"
"1864041","Mascouche, QC","CAR","Hyundai","Accent","2014","","GL","1/15/2023","215","24","0.11","59","21","1398","6075","Turo Standard","52","20","true","https://turo.com/ca/en/car-rental/canada/mascouche-qc/hyundai/accent/1864041","AUX input, Bluetooth, Child seat, Heated seats, Long-term car, Snow tires or chains, USB charger, USB input","8342","1438","1780","1475","1033"
"1863033","Dorval, QC","CAR","Honda","Accord","2021","WHITE","Sport","1/14/2023","216","8","0.04","112","5","560","2224","Turo Standard","40","5","false","https://turo.com/ca/en/car-rental/canada/dorval-qc/honda/accord/1863033","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger, USB input","26711","2837","2235","1070","492"
"2052769","Pointe-Claire, QC","CAR","Honda","Accord","2012","","","5/29/2023","81","1","0.01","100","22","2075","2075","Turo Standard","2","1","false","https://turo.com/ca/en/car-rental/canada/pointe-claire-qc/honda/accord/2052769","AUX input, Heated seats, Sunroof, USB charger, USB input","11306","1649","1759","1593","1033"
"2131648","Montréal, QC","CAR","Honda","Accord","2014","","Sport","7/18/2023","31","0","0.00","118","0","0","0","Turo Standard","1","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/honda/accord/2131648","Backup camera, Bluetooth, Heated seats, Snow tires or chains, Toll pass, USB charger, USB input","13992","1871","1849","1591","1033"
"1461449","Terrebonne, QC","CAR","Honda","Accord","2014","GRAY","Touring","4/27/2022","478","86","0.18","103","4","268","8198","Turo Standard","179","67","false","https://turo.com/ca/en/car-rental/canada/terrebonne-qc/honda/accord/1461449","AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Sunroof, USB charger, USB input","15880","2097","1875","1635","1033"
"2025533","Dorval, QC","CAR","Nissan","Altima","2012","WHITE","","5/10/2023","100","12","0.12","87","17","1398","3690","Turo Standard","27","11","false","https://turo.com/ca/en/car-rental/canada/dorval-qc/nissan/altima/2025533","AUX input, Bluetooth, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger","6835","1281","1685","1469","1033"
"2154648","Laval, QC","CAR","Nissan","Altima","2014","","2.5 SL","8/1/2023","17","0","0.00","106","1","57","57","Turo Standard","0","0","false","https://turo.com/ca/en/car-rental/canada/laval-qc/nissan/altima/2154648","Backup camera, Bluetooth, Child seat, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger, USB input","9310","1587","1808","1521","1033"
"2113076","Montréal, QC","SUV","Volkswagen","Atlas","2023","WHITE","Execline","7/6/2023","43","0","0.00","260","0","0","160","Turo Standard","15","0","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/volkswagen/atlas/2113076","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","","4396","2451","923","299"
"1651533","Montréal, QC","SUV","Volkswagen","Atlas Cross Sport","2022","","Highline","8/13/2022","370","4","0.01","220","0","0","0","Turo Standard","21","3","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/volkswagen/atlas-cross-sport/1651533","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger, USB input","40515","3776","2368","997","358"
"1970044","Dorval, QC","SUV","Lincoln","Aviator","2023","BLACK","Reserve","4/2/2023","138","0","0.00","495","0","0","375","Turo Standard","9","0","false","https://turo.com/ca/en/suv-rental/canada/dorval-qc/lincoln/aviator/1970044","Long-term car","68738","5503","1451","2164","1033"
"2164247","Montréal, QC","CAR","Mercedes-Benz","B-Class","2015","","B 250 Sports Tourer","8/7/2023","11","1","0.09","98","1","88","88","Turo Standard","6","1","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mercedes-benz/b-class/2164247","All-wheel drive, Blind spot warning, Bluetooth, GPS, Heated seats, USB charger, USB input","16262","","","",""
"1632955","Montréal, QC","CAR","Mercedes-Benz","B-Class","2014","GRAY","B 250 Sports Tourer","8/3/2022","380","6","0.02","107","0","0","1709","Turo Standard","22","6","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mercedes-benz/b-class/1632955","AUX input, Backup camera, Bluetooth, Heated seats, Snow tires or chains, USB charger, USB input","12909","1833","1844","1583","1033"
"2007332","Laval, QC","SUV","Chevrolet","Bolt EUV","2023","SILVER","Premier","4/28/2023","112","4","0.04","133","30","4029","8951","Turo Standard","25","3","true","https://turo.com/ca/en/suv-rental/canada/laval-qc/chevrolet/bolt-euv/2007332","Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, Heated seats, Keyless entry, Long-term car, Snow tires or chains, USB charger, USB input","35273","2961","2376","760","299"
"2164484","Montréal, QC","CAR","Mercedes-Benz","C-Class","2012","","C 350","8/7/2023","11","3","0.27","112","0","0","0","Turo Standard","2","2","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mercedes-benz/c-class/2164484","All-wheel drive, AUX input, Backup camera, Bluetooth, Child seat, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","13002","1392","1711","1512","1033"
"1382304","Montréal, QC","CAR","Mercedes-Benz","C-Class","2016","WHITE","C 450 AMG","3/4/2022","532","51","0.10","144","8","1095","6107","Turo Standard","227","43","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mercedes-benz/c-class/1382304","AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Snow tires or chains, Sunroof, USB charger, USB input","19429","3167","2025","1716","1033"
"2130977","Montréal, QC","CAR","Mercedes-Benz","C-Class","2015","WHITE","C 400","7/17/2023","32","1","0.03","145","4","580","580","Turo Standard","13","1","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mercedes-benz/c-class/2130977","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","17787","2800","1967","1706","1033"
"2063893","Montréal, QC","CAR","Mercedes-Benz","C-Class","2020","BLACK","C 300","6/5/2023","74","3","0.04","160","9","1440","1898","Turo Standard","58","2","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mercedes-benz/c-class/2063893","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","35744","3990","2241","1380","708"
"1868935","Montréal, QC","CAR","Mercedes-Benz","C-Class","2018","","C 300","1/18/2023","212","3","0.01","134","0","0","2796","Turo Standard","67","2","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mercedes-benz/c-class/1868935","","24646","2675","2069","1449","860"
"2044027","Montréal, QC","CAR","Mercedes-Benz","C-Class","2018","","C 300","5/23/2023","87","6","0.07","160","20","3130","8258","Turo Standard","132","6","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mercedes-benz/c-class/2044027","AUX input, Backup camera, Bluetooth, Child seat, Heated seats, Keyless entry, Sunroof, USB charger, USB input","27391","3176","2103","1528","896"
"1692115","Montréal, QC","CAR","Mercedes-Benz","C-Class","2021","","C 300","9/7/2022","345","0","0.00","190","0","0","0","Turo Standard","17","0","false","https://turo.com/","All-wheel drive, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger, USB input","36320","3564","2279","1173","538"
"1979018","Montréal, QC","CAR","Mercedes-Benz","C-Class","2020","WHITE","C 300","4/9/2023","131","0","0.00","250","0","0","0","Turo Standard","5","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/mercedes-benz/c-class/1979018","All-wheel drive, Android Auto, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger","32677","3343","2207","1301","672"
"2160489","Boisbriand, QC","CAR","Mercedes-Benz","C-Class","2018","","C 300","8/5/2023","13","0","0.00","136","0","0","0","Turo Standard","4","0","false","https://turo.com/ca/en/car-rental/canada/boisbriand-qc/mercedes-benz/c-class/2160489","All-wheel drive, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Sunroof, USB charger, USB input","24646","2675","2069","1449","860"
"1582540","Pierrefonds-Roxboro, QC","SUV","Toyota","C-HR","2018","WHITE","XLE","7/6/2022","409","1","0.00","120","0","0","250","Turo Standard","7","1","false","https://turo.com/ca/en/suv-rental/canada/pierrefonds-roxboro-qc/toyota/c-hr/1582540","Backup camera, Bluetooth, Child seat, Heated seats, Long-term car, Pet friendly, Snow tires or chains, Toll pass, USB input","19182","2284","2037","1373","827"
"1976326","Montréal, QC","CAR","Ford","C-Max Hybrid","2015","WHITE","SEL","4/6/2023","134","8","0.06","102","20","1438","3472","Turo Standard","6","5","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/ford/c-max-hybrid/1976326","Backup camera, Bluetooth, Heated seats, Snow tires or chains, Sunroof, USB charger, USB input","11338","1825","1876","1552","1033"
"2109499","Montréal, QC","SUV","Volvo","C40 Recharge Pure Electric","2023","","Core","7/4/2023","45","3","0.07","130","23","2681","3389","Turo Standard","11","3","false","https://turo.com/ca/en/suv-rental/canada/montreal-qc/volvo/c40-recharge-pure-electric/2109499","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Ski rack, Snow tires or chains, Toll pass, USB charger","53102","","","",""
"1558696","Laval, QC","CAR","Chevrolet","Camaro","2016","YELLOW","1LT","6/22/2022","422","66","0.16","135","12","1620","10630","Turo Standard","314","62","true","https://turo.com/ca/en/car-rental/canada/laval-qc/chevrolet/camaro/1558696","Android Auto, Apple CarPlay, AUX input, Backup camera, Bluetooth, Keyless entry, Long-term car, USB charger, USB input","18892","2351","1966","1593","1022"
"2173916","Montréal, QC","CAR","Toyota","Camry","2017","","XSE","8/14/2023","4","0","0.00","115","0","0","0","Turo Standard","0","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/toyota/camry/2173916","All-wheel drive, Apple CarPlay, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Long-term car, Pet friendly, Snow tires or chains, USB charger, USB input","16784","1947","1962","1397","889"
"1692450","Longueuil, QC","CAR","Toyota","Camry","2022","SILVER","","9/8/2022","344","50","0.15","104","21","1948","19509","Turo Standard","97","39","false","https://turo.com/ca/en/car-rental/canada/longueuil-qc/toyota/camry/1692450","AUX input, Backup camera, Bluetooth, Heated seats, Long-term car, USB charger, USB input","26028","2754","2307","854","299"
"1965761","Longueuil, QC","CAR","Toyota","Camry","2023","WHITE","SE","3/30/2023","141","15","0.11","116","20","2209","10013","Turo Standard","30","9","false","https://turo.com/ca/en/car-rental/canada/longueuil-qc/toyota/camry/1965761","Backup camera, Bluetooth, Keyless entry, Long-term car, USB charger, USB input","29258","2479","2341","700","299"
"1850083","Laval, QC","CAR","Toyota","Camry","2023","BLACK","","1/5/2023","225","3","0.01","120","1","130","610","Turo Standard","26","2","false","https://turo.com/ca/en/car-rental/canada/laval-qc/toyota/camry/1850083","All-wheel drive, Android Auto, Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Snow tires or chains, Sunroof, USB charger, USB input","40256","","","",""
"2168396","Montréal, QC","CAR","Toyota","Camry","2021","","SE","8/10/2023","8","0","0.00","124","0","0","0","Turo Standard","22","0","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/toyota/camry/2168396","All-wheel drive, Android Auto, Apple CarPlay, Backup camera, Bluetooth, Heated seats, Long-term car, Snow tires or chains, USB charger, USB input","27629","2737","2228","1053","485"
"2132145","Montreal, QC","CAR","Toyota","Camry","2018","","XSE","7/18/2023","31","1","0.03","110","0","0","0","Turo Standard","1","1","false","https://turo.com/ca/en/car-rental/canada/montreal-qc/toyota/camry/2132145","Apple CarPlay, AUX input, Backup camera, Blind spot warning, Bluetooth, GPS, Heated seats, Keyless entry, Pet friendly, Snow tires or chains, Sunroof, USB charger, USB input","23291","2723","2073","1458","864"
